Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
8/13/21,5443,8477,8583,4145,3602,6202,3798,9213,73,8081,9308,749,8953,7528,4410,3684,5192,2083,2177,1202,905,2652,5562,3681,715,6664,3644,8682,1844,8339,3267,8368,5667,9132,106,7578,7355,7720,4210,4188,624,9250,3407,5334,8618,8964,7259,2109,3483,9938,5195,8972,4310,7080,9113,4398,1719,7101,5671,9558,5123,8055,777,6808,5039,8890,4507,2944,3332,5822,5305,5372,2953,7492,8813,2471,913,651,7955,3610,9328,5664,3892,5344,9376,6388,3467,2078,1501,8242,2565,7730,6369,4096,7227,2626,1480,6347,9683,4385,677
8/14/21,5252,2834,9145,7254,5493,1115,9551,6262,9022,402,1976,9026,7190,4322,8784,3112,505,8681,9285,8891,7501,1169,2910,7940,6170,6025,9252,9218,8807,1835,4048,2287,312,7508,4714,7655,7656,7937,7643,2432,6634,8236,422,3954,8719,7556,7534,3802,6909,437,9043,8762,3302,2880,6886,868,2394,8204,4252,2039,2677,316,3680,6062,3255,3551,8050,904,9918,3719,5284,2768,1037,2237,2103,8673,4925,2518,1406,4950,336,2068,8853,5460,7422,9009,4213,569,7385,2809,6466,8713,3223,6805,7695,9930,2218,1418,8280,8054,7320
8/15/21,3236,6256,5120,6704,117,6996,6507,3591,9605,7785,1908,5334,2745,6342,90,5631,5732,5061,2948,6084,1562,2095,3019,5961,9365,1637,1816,7969,763,4144,7010,4474,919,9825,3994,2309,4733,8125,1008,7165,1350,9057,4662,9997,1950,4073,3405,1836,5199,6859,9102,1740,993,7934,1388,8161,8076,9263,6951,7597,814,7858,6578,2382,5735,7039,5855,3389,8046,5704,5157,911,929,7781,457,5637,7885,2551,1637,6908,8482,2606,4457,8994,9017,4285,6157,5656,271,9460,7160,5334,7749,2583,8107,9988,4640,6773,4958,7271,6009
8/16/21,2863,8111,956,7625,9320,449,371,7201,7699,2863,5527,5160,5455,6724,1853,3333,1897,1548,2910,9438,3213,1959,9001,6208,1477,7690,8134,5684,563,9668,9548,3934,5103,639,2240,8740,7070,8528,5995,116,9319,7128,5395,190,9734,3707,7571,9623,4005,8756,6483,2850,6087,2549,1185,3864,1497,7724,1579,2891,879,7058,2479,1228,4855,3826,1395,1663,9848,2057,7269,8050,995,8253,9844,2704,2005,2590,5184,7713,8794,5194,4343,86,4663,8643,6701,7385,7991,1525,6284,8560,4091,7708,5603,5132,6634,7134,4323,887,1338
8/17/21,1777,1477,1591,6551,93,6914,6172,9883,1324,953,2823,9686,7556,3694,2754,3736,8386,2917,7624,6876,3436,2497,6540,8738,7226,3975,2710,3863,4186,35,8983,1332,686,8475,5093,8178,2793,2944,2780,538,3011,698,7553,6518,3289,3274,9973,5835,3516,6540,4894,8119,1016,4324,7494,7975,3661,8743,4293,8320,6763,1179,2539,5947,7594,57,5019,1822,5125,6848,2193,8867,5707,3612,9315,6040,1156,4913,4891,9492,6953,8118,7294,1771,5568,8702,8458,7919,7964,8516,9490,106,740,6756,1594,1910,213,995,4204,2303,9964
8/18/21,534,4464,7850,3002,4650,4202,5824,4081,3357,5374,3936,4986,1840,336,2441,4366,9333,3814,3499,3808,2854,5550,1786,7315,58,6998,4759,3618,3135,2600,4790,3656,6829,3857,1485,5652,5649,5567,2480,2706,2666,9558,555,5147,6970,6777,6896,2,7198,3585,603,995,7249,9913,4649,577,9401,3346,7279,4964,5531,1917,1996,1597,4551,7300,8818,410,9657,2327,1723,7672,4676,2239,5253,1272,1456,7562,9886,9249,2575,7932,939,6477,9639,9799,979,2131,2036,2429,9442,1077,1523,1203,4743,4910,92,6373,9164,2000,1832
8/19/21,6331,4792,1989,5501,7100,5172,9509,8510,4895,2675,9980,9187,1904,9040,8388,2988,9068,3846,1219,7323,9621,6785,9833,3446,494,5013,6840,7782,8018,511,9650,7339,6861,4967,3297,8005,2922,2647,2445,8604,5256,2835,2695,942,3725,2072,3502,2222,8370,2767,3632,9910,771,6151,7895,6863,8904,7154,2022,1087,9611,8814,5185,9071,4508,1592,5331,6811,7623,6570,2491,7334,2367,227,1742,2120,6664,9328,5169,7026,1912,9866,4676,7577,9200,7491,3745,5720,4178,1177,9684,4089,8913,5846,1601,2231,6498,5607,6601,7402,6964
8/20/21,6044,9252,3180,9915,3380,25,8167,1321,3934,5113,2726,5381,6251,8407,2128,2571,6284,5142,5691,7650,9283,9382,5829,9855,2135,8500,3392,7036,670,6034,5357,462,5287,30,3789,9710,7352,5673,4169,1039,265,5545,7865,6932,1322,5343,9528,480,7675,6362,4650,9310,7796,7810,6197,41,7671,8113,2469,3366,9787,7865,1840,5944,9207,3413,9961,6066,1322,44,1072,7434,7026,622,4466,4887,4471,7740,3269,7700,898,2160,834,3907,8859,394,8309,405,9413,5348,9768,4817,6885,38,5687,8611,1177,871,3435,4905,6442
8/21/21,7145,7540,3690,1816,1865,3771,8962,6320,4541,3366,6104,7152,9211,7597,5096,6813,3265,7902,9130,5316,3713,5529,5317,2027,5000,1750,4421,8663,4325,1814,1925,3029,6538,696,2151,7841,7066,6340,9814,1073,491,8495,9165,4861,2624,68,6476,1592,2751,147,7790,2032,2784,7442,6295,3832,6449,5498,240,5197,4690,9328,8820,9441,2650,8172,1706,5513,6553,4435,6530,2221,418,9173,3302,1873,9175,7141,2311,1802,6432,1422,7406,4790,234,6554,9245,2220,4989,9067,539,6767,2639,5043,5207,4401,2514,3673,6643,3616,2850
8/22/21,1607,2460,7396,3649,4104,8196,4759,7075,9474,6525,8889,8015,3204,9702,4626,3978,4548,4148,3548,2470,307,5869,6376,95,9891,7740,912,3082,8333,709,2856,2113,6215,9724,7856,9648,779,7045,1591,8060,7033,2192,511,8190,1170,807,1710,4726,8043,1247,6373,4821,2882,8617,3280,51,8800,9741,87,7401,523,3740,7150,2726,375,1808,2574,5567,3153,2878,6674,6600,6328,4497,9158,6136,9552,1522,8541,2367,5635,5888,1368,7337,5103,7668,2163,3321,2566,2476,4654,1754,5697,63,5544,5214,342,6386,2608,6521,4274
8/23/21,5679,8619,2611,3968,8250,8861,4008,7488,895,6882,3331,8021,5081,4025,1540,4369,5126,7915,3322,5449,3967,7173,7607,6072,1120,5952,132,3841,6658,4676,1172,8834,4221,8960,2345,5692,7042,7527,9947,7189,6009,1194,5,5124,9648,7769,2416,2137,4823,9166,2399,700,2777,5065,6244,2544,5574,8729,815,9835,9338,4516,1231,6858,6286,5306,7653,1476,7461,2436,4941,4539,1700,1876,4384,923,6246,3476,8487,774,1329,9645,2354,2255,4554,6066,6332,3614,8808,5189,3482,476,3478,649,2421,8429,8597,4431,6268,97,5143
8/24/21,7921,8299,4051,3017,8853,5925,1774,1210,4481,6594,7609,6296,7423,4018,1421,4241,2008,1886,7904,1157,786,9112,9039,9521,5774,2438,2382,5019,9553,3096,116,7561,4681,2171,1450,8033,2629,4735,4901,1006,6576,1291,3519,9895,8246,5184,7842,2735,5353,5076,7976,3169,2000,3492,6243,7144,3958,5444,4613,6867,2832,4501,2861,6500,1337,4618,1665,4127,9259,3217,56,9597,892,7689,3280,8793,1794,7628,7287,6188,8998,6560,8752,2490,5291,3060,5769,9614,6439,5533,5524,7112,9153,3704,7201,1537,3327,5680,1401,7987,7027
8/25/21,9527,3172,5467,9302,1307,1347,8340,1753,986,2473,616,6283,5907,9423,4187,9969,7316,4106,2208,9343,7783,840,1164,6120,206,4340,1323,6190,6065,6745,6529,9760,4263,5795,3564,4223,8693,6722,473,2952,5640,9804,82,272,4999,7069,6294,2299,9844,6482,1982,7057,8396,7305,8606,5180,8102,6916,6610,3965,5564,1843,3224,3067,1999,3529,2789,6350,9439,4829,3586,3623,6407,6890,787,2998,502,9109,1056,6744,266,8133,2314,7502,7405,8283,8482,7621,837,7020,7034,4806,9490,7089,7462,5602,7603,8159,4429,5241,6970
8/26/21,5889,5475,3559,9362,194,332,9712,3312,284,4330,9622,5232,925,760,6556,1091,5208,2283,1034,5413,6649,2940,7729,5478,703,3285,3823,2243,6671,4926,2684,937,5136,4869,2746,1090,5050,50,7853,1579,1847,6975,126,8391,3905,8586,5393,7476,3472,3639,6408,5183,9300,7549,5858,1230,1982,6873,2928,3652,2141,9566,1619,2375,3735,4402,2517,2086,4847,2209,7867,8946,8746,951,8413,1199,6681,9167,9221,2944,220,6475,5455,6153,9489,2444,3297,5968,6411,3473,4861,953,8450,1844,3026,3728,1302,3009,5296,8013,8308
8/27/21,3152,5052,6515,5701,2696,5852,2177,9101,7456,5054,5660,3446,511,5671,8667,3643,7047,5340,6248,5394,6542,5885,9149,7385,9724,3026,6004,322,3058,2518,8372,7284,2660,3717,8742,1749,4957,4211,2575,768,3810,2701,2668,104,5682,1146,853,4949,5522,5435,4930,9978,4961,5936,9682,3267,9323,8132,6536,5590,3643,3643,5098,7937,2558,5271,7829,2959,3280,4215,676,2299,9842,6591,4627,1100,2850,6803,526,6302,6406,2155,887,1531,7570,2177,8747,9261,830,7309,8092,9463,260,2634,5773,1751,1010,927,1987,3564,7071
8/28/21,5031,9423,7430,724,8846,5545,7406,4813,9307,8025,1119,8434,3036,4501,8688,8046,1831,1284,5198,7796,8030,5438,1108,1071,5128,1652,6879,8216,4294,144,8416,1840,9579,342,805,396,484,3358,9727,9661,5049,1976,1096,9602,7626,4321,5035,7128,6981,9685,8447,1585,8503,1724,8114,1721,819,4310,3118,3210,5555,9017,9361,1816,2861,6857,9005,5336,5847,4110,8643,8363,6410,6236,6147,7976,6979,9310,2608,1242,9354,4561,1667,2144,2783,8800,9126,4260,508,9077,5800,101,801,6691,8281,5680,4278,5960,3377,4773,7385
8/29/21,7043,5978,7963,1648,6176,5799,229,2320,8991,3991,2035,7343,1436,5852,7219,3521,6518,2268,1226,9886,6564,6249,2753,890,7548,1184,4292,1182,3904,7322,3324,7889,7054,598,1853,7368,2568,5145,1914,1662,247,511,5977,8023,5271,293,5007,6311,3583,5413,6240,6526,4635,2746,4497,4988,643,1357,5641,8358,7000,2244,311,1151,3555,5550,2592,1013,3430,9411,6927,1824,6550,995,6771,9037,5310,1506,9011,6642,1972,89,9729,7480,4734,4413,2175,2678,7034,8185,1612,5227,7484,733,7603,6933,9643,8124,4214,4538,6067
8/30/21,3213,3144,5991,9672,1096,7087,3623,4709,6520,5689,6321,3739,8832,4494,3233,7757,3662,2662,6671,5290,7867,7799,347,8199,7033,426,4465,572,931,5494,1260,3654,5384,7392,2845,9577,5795,4266,8380,4512,4275,7007,6592,9442,989,9247,5699,9331,1124,4984,3678,3888,1940,6978,6493,547,7305,8290,7663,2783,2063,8800,5898,5800,3636,1972,3999,1405,4213,5668,9011,240,1636,1678,5697,9624,7844,8171,7358,2262,8527,6128,9237,9223,3435,4758,4674,3152,3631,8876,4412,4813,1177,7130,6609,3079,845,5251,3011,3168,2027
8/31/21,7035,5163,1724,3314,3092,4404,7725,8113,5045,5823,7234,1968,7988,9235,2106,2292,4482,9846,3776,2238,3510,7622,9078,8328,9839,229,4747,5999,2564,7659,6343,8232,5205,1709,6243,3146,8529,741,2213,1210,7139,8599,3071,2820,8831,6564,3879,8256,9229,5716,7261,4611,5729,8428,5313,1528,9798,1178,9864,3520,231,5645,5304,2138,3564,2877,5469,3131,7261,2131,2948,2749,9288,7145,1395,3117,2064,5125,3418,3662,2627,3694,836,8751,6043,5212,4282,4220,5386,7011,4762,5953,4078,330,3932,1395,5993,3594,7867,8085,892
9/1/21,176,6305,6338,5275,8682,4708,2335,3227,7835,6564,1535,9906,7002,7355,3943,8402,5610,3445,2990,4734,9522,9158,3682,8652,4798,5173,8368,3325,8779,214,8488,5671,9383,3219,8163,630,9498,634,3007,7488,1851,6914,1247,6095,1861,5186,9810,7212,1820,5411,4820,7798,4077,284,2023,3139,3091,8602,6677,2657,5390,4189,8868,7404,7833,1484,8588,2061,9899,6119,1582,7680,4515,9770,5501,4284,9052,6501,3027,4106,686,2976,6296,9721,1711,2606,4747,4943,7955,528,8763,8775,2797,1579,2474,6659,1843,8456,7099,7306,2328
9/2/21,1318,7072,4718,147,5056,1376,6503,3969,9969,6632,4967,5986,9436,8953,6080,7396,8374,5735,1690,3238,597,9370,3177,9181,905,5597,6806,2895,2264,8068,4288,3505,2983,3320,4899,1811,5518,8951,1094,3,7469,9643,2553,888,8646,5594,3955,3045,9502,6064,7233,2078,6545,7201,7030,3162,6190,3295,5338,5322,4607,5971,7914,4872,3153,4540,3402,9859,4162,6440,6458,7037,5845,532,520,2779,3116,9608,9858,5442,4018,1471,4443,1106,4168,5630,6937,750,7431,8060,6213,4517,9012,2019,3460,7365,7707,4163,2122,4008,6794
9/3/21,1003,366,2274,49,5545,4554,9495,8444,6825,1527,4412,594,7849,10,4432,8684,604,4942,5252,9153,6192,3940,6309,13,8173,4721,3848,930,3379,5914,855,3248,3359,7694,2823,4884,6659,9820,3883,8147,7312,8693,2048,5143,8366,7704,8186,702,2417,5743,6968,6826,2483,2785,3814,1543,1078,7092,6943,4140,9056,6496,7702,8616,8597,3754,874,4897,8746,2753,9219,7852,9019,3741,1937,6811,4091,7863,9311,9383,7062,4034,1497,5259,7405,3208,769,8222,4859,3830,7052,7656,7034,6141,4966,3544,9428,1294,6543,991,1296
9/4/21,6707,5668,7790,9804,9278,9036,8730,4448,88,982,7890,6017,4702,1345,3137,8404,1458,1384,7632,829,1391,6076,1058,774,3100,8838,5073,6972,7177,6161,4205,8283,4581,5705,9880,525,4970,8051,5786,2602,3944,7058,712,4696,3889,5888,2136,6271,801,9345,6978,6858,902,2060,4730,8067,777,4316,7333,8095,7669,5560,7890,3701,4900,6647,741,4960,166,9223,3798,2020,2268,5893,3512,3292,3631,6979,5151,1725,5234,7440,194,8703,8777,7464,3997,2133,3619,3567,2707,6288,3920,799,2973,518,4459,3332,2921,5789,4844
9/5/21,5874,8367,7352,4869,3007,9003,7244,9605,1974,4085,819,128,9302,4540,3891,2641,1839,8041,7561,9835,8497,2071,5403,9967,3280,305,528,2557,3090,2507,2543,1193,8435,2196,2331,196,2754,5888,5321,357,1242,8790,5154,861,410,7797,8188,9436,5520,9277,1892,2923,8155,419,5611,7225,861,5422,788,973,8154,1072,2957,4316,3358,7444,9720,8856,5289,5264,5272,919,1294,7556,3029,5726,7568,8278,64,564,958,655,9928,523,9334,1627,1071,7104,6927,4415,1340,6709,9175,3650,3932,6649,5189,5970,2640,1473,2141
9/6/21,5135,1344,7405,4179,56,4168,518,4594,2933,3330,7835,6311,3226,3182,1486,9941,2219,8500,5657,7105,8206,9972,1209,4538,4215,4701,8958,9861,8188,8448,883,7313,6120,1533,8511,3920,1740,3602,9487,993,5646,375,4839,320,6687,6756,6189,5717,7675,7390,5479,4877,4851,1942,1795,5518,2437,7343,862,4805,5297,3756,537,5407,8684,8756,960,1108,5993,9482,6358,1108,6026,8022,7614,5462,2251,6541,5709,4412,8185,7966,9253,6538,5932,8513,6232,7645,3419,7387,9719,7468,5336,2404,6145,8816,4310,1133,3224,634,3096
9/7/21,3781,2233,4972,8907,1005,9842,305,8594,9055,3008,5052,1812,7826,9446,6493,3565,9645,7228,3711,84,2737,4460,5613,193,4848,8126,535,811,1961,6484,9841,1185,7589,5478,4745,1614,2268,3191,751,8152,2018,6007,1260,3814,1809,2344,3565,7566,7655,2906,3201,1092,7918,5819,1946,435,3584,9136,6307,8822,3083,262,1676,8788,7362,5703,6479,8009,6946,9272,6548,6948,7041,1653,8234,6914,2683,2335,6190,9870,8919,5890,912,5452,6656,4642,4708,9394,3433,7272,2604,8323,3717,5509,4173,5521,8884,7170,4434,1913,1785
9/8/21,6564,9737,846,6387,1453,3103,7958,5394,4824,7074,5291,6999,6211,4881,2572,1375,4230,5073,7678,9822,2810,2298,4014,4258,8658,1477,1630,4049,3330,7759,2611,7742,6251,1077,8952,1483,5122,6963,8158,5723,5852,1440,236,5360,8441,4271,2628,1133,8280,2863,9019,3124,1348,5438,3697,8877,6654,3608,5898,4944,9536,4554,988,6394,9088,7391,1769,85,8609,6578,9359,7640,7467,4216,3202,7443,7007,9626,9105,5533,1065,1447,3930,9490,9335,2918,8545,6739,1649,7954,6324,9479,2933,6371,8057,8715,5635,1274,9854,1958,2961
9/9/21,4514,434,3406,9630,6531,724,910,426,6118,2817,7359,8904,211,3192,73,4654,4234,4035,7255,1423,1738,7260,862,6403,2469,8112,7851,4738,1682,8648,8789,620,3594,4438,2684,5146,40,7470,7411,4572,2048,1974,3331,5515,9987,4030,5612,5432,9360,7086,6971,8934,2904,6123,936,5786,4109,2690,9245,2435,1804,118,781,6073,2608,2552,3393,1638,6972,3327,6385,2964,9707,9504,6800,3789,7684,3762,6299,5863,6781,2983,3392,4451,8845,4513,9165,9732,2317,2435,1953,3476,7105,6958,3091,9697,1280,438,3910,5286,8271
9/10/21,2527,3281,7612,531,4246,251,3633,8197,8088,7819,6651,7499,308,2342,389,1566,520,7131,3188,9543,9760,8020,476,4384,8687,3825,5592,1648,2949,9793,7559,5088,2935,3970,683,4877,7052,935,4879,7763,1739,6062,6328,4124,8925,849,3966,1946,714,3063,1931,5839,200,6343,7057,9856,8829,6349,7038,9208,8384,3562,8988,792,2635,5714,1159,67,9817,9467,1864,8543,1877,1329,1306,7289,7792,6742,5631,7229,4037,2177,9052,1785,6967,6566,4627,5415,6540,2975,6749,5941,3313,8280,2371,9088,7663,6583,1917,5705,3547
9/11/21,1570,9822,4746,7980,6209,9800,5964,3888,7767,3815,3954,2425,350,2946,8316,9835,782,2071,1623,7827,9492,2320,8018,7954,946,6109,4651,4467,8714,9300,434,4953,4196,7242,9467,8761,4262,6774,723,376,9485,607,4308,315,943,1431,4152,413,4394,5300,978,5454,1012,9152,2359,9007,713,5479,3339,971,5112,7779,2265,2256,8298,5398,7297,8075,613,9879,891,931,7329,6741,8289,2810,3468,5373,4410,135,6427,222,1616,6948,1804,6484,9109,3561,6639,3318,5569,9008,518,8666,8759,6786,7814,6443,3086,705,90
9/12/21,9669,2053,9561,7718,618,2667,4212,2179,8023,59,3100,9639,6689,3794,1329,6196,1310,5451,6871,6093,9837,1588,7118,7619,6226,4457,4501,4713,7506,9077,3302,3828,7780,1081,9764,1574,668,9804,2722,1341,9116,6703,1643,886,3675,8031,9694,8791,675,5939,2271,7516,4713,3608,3220,8601,716,9342,3044,4399,362,1652,1672,8458,6133,3909,5649,8714,2716,9043,2301,5502,5864,5503,976,5983,1445,1668,4934,1521,4931,1319,6446,6832,9986,5058,9480,150,9459,7608,3166,1568,7088,22,9965,902,6748,2831,6620,114,5186
9/13/21,2867,6399,976,7718,4408,1289,8156,8440,7671,2418,9331,7224,7986,6443,8479,4846,902,8063,8856,2876,8930,6831,2100,9458,6101,958,5761,8000,121,3463,4599,7354,380,5936,8008,3049,983,3361,7464,3721,7394,9754,9771,1479,4189,2028,4752,469,9660,1764,104,8090,4448,7256,1550,8678,3260,3195,317,3488,747,9272,6848,2878,7034,9069,1747,5232,1379,8443,6971,7238,1079,4004,7990,3162,6875,3370,4532,5868,6383,8602,505,6466,1596,8357,1627,2952,564,6666,8417,1044,2018,1381,9140,6439,9275,7485,6291,8540,3145
9/14/21,5734,4983,1145,1747,1423,8627,7209,1132,7869,6558,6594,2130,6543,6503,7263,1809,2326,7712,1728,7142,1510,2229,4184,701,9626,7274,5927,2174,1413,6369,7511,3031,4566,4091,6681,7107,1059,2771,1007,1030,6114,5340,2430,1639,5057,9799,8729,6416,7195,9282,8431,1816,6965,7229,2297,2049,5870,4863,1036,4912,3382,8060,2542,1325,8958,2624,9249,2800,8178,4082,6096,813,1586,4159,9444,9043,9654,6896,2244,1439,4117,6104,5322,42,3068,373,502,5624,1427,8575,3299,9762,2105,3071,5692,8680,9199,2550,2508,2779,6393
9/15/21,4661,4172,5824,9650,6977,3682,7251,1167,1680,8333,2429,5348,4991,4725,7403,475,6491,1910,1076,9467,2990,6464,9368,8142,5380,362,5493,5615,3199,6424,2827,5790,1442,3702,3939,6637,7290,3082,5334,7692,3070,2148,2909,1441,2563,4970,7246,3633,9569,8542,9856,2492,6940,9487,6556,7709,1499,7247,4518,4448,5398,6249,8839,7115,1729,4995,6466,3212,5518,7820,1741,6821,3178,7768,4842,8553,2385,267,8751,6125,8380,7560,1740,4035,9351,9694,9391,3476,845,8293,4240,5589,6542,414,3896,9838,5394,5890,13,4422,3295
9/16/21,2001,7765,5748,1884,8990,3830,967,8940,9376,3121,6325,9546,1853,7353,4199,4225,7828,2943,2414,7295,1873,5541,7143,5525,6089,406,9273,5385,954,6048,8384,1487,7789,2832,7108,2416,1943,1521,679,2401,4551,1050,1466,9026,3820,1478,9149,2969,9256,2965,7715,4419,793,1386,97,7129,3975,8731,9151,2443,1389,8197,8626,8621,9410,4373,3467,47,4218,7682,6562,5544,2227,7357,6508,8180,9303,7089,924,1615,703,291,8122,5432,9289,1598,5526,6813,4429,5822,4856,1008,902,7995,5469,3250,1400,6734,5220,1395,4429
9/17/21,1719,755,2700,7720,929,8458,6747,9352,8620,222,6200,8624,5522,2614,5190,6320,9062,8052,7910,1143,2496,7374,4895,6401,2777,8332,5287,1054,3451,7069,8784,6538,335,6420,7516,342,8789,1028,4917,4195,1417,1221,2372,855,9467,2129,5745,1517,1010,8935,963,2872,4347,6850,2853,5618,3053,6768,4571,1340,9294,8770,2883,5498,415,8578,663,3144,1970,2803,9524,7314,5851,6529,13,4882,7549,6875,6517,5987,5731,1051,3009,1794,4978,8292,6672,6953,1291,7289,5882,8643,4086,4692,3238,6679,3909,7688,7503,7640,4990
9/18/21,1303,6502,7773,5474,9149,2643,8382,2902,3664,9069,8244,2547,1644,564,5456,5096,9625,2807,4961,3170,8425,6564,8292,9240,8105,8592,7694,2570,8646,2824,4082,889,5592,1627,4344,8934,4848,332,617,6249,2723,4466,8818,402,9216,7681,2857,9206,6528,2940,3239,1242,4010,1099,3616,4405,967,5774,9244,4303,7857,776,9372,8909,1061,9413,7061,5484,8622,3480,6762,92,2159,8541,1511,4481,9147,8517,2342,5867,8413,6243,8448,9025,2392,1246,1401,7819,580,6947,1784,6806,735,6574,7176,2220,1206,7275,516,3047,9306
9/19/21,3131,4580,3162,489,536,2199,1136,6139,9084,3110,3431,4102,3493,8069,7996,2116,1336,6551,7593,8136,995,5596,9616,5040,379,6804,822,5540,131,2477,5316,14,4456,5575,7734,3921,2557,519,3500,892,7338,1089,1449,2247,7076,7201,3950,8007,5415,6402,2900,1730,5481,129,4819,7654,7786,2106,6769,4140,9623,488,9756,6349,1634,653,8933,7378,1520,2916,60,2086,8816,8741,1754,1468,9053,6353,1550,2763,3924,6034,5167,7474,6193,8386,1763,9207,2184,3310,4116,2845,504,2789,1596,3206,2800,778,3258,2144,9194
9/20/21,614,1922,7244,1126,9913,8927,5108,6533,2449,2910,7231,3191,8634,4016,2391,9688,1999,4273,5901,1783,7702,5997,8536,5284,3216,2952,3522,7290,2816,1850,1982,1702,7354,8823,7099,1237,3596,9131,3118,3302,1146,9054,1425,4699,436,8689,1241,6406,7281,323,3744,6966,2896,1279,239,3669,8235,97,7722,6098,2588,7377,9547,4041,7978,5633,6673,84,734,4859,7162,631,3861,5944,5932,5567,4009,7771,544,7451,9862,1115,2594,7919,6773,8314,9192,329,1279,6497,4579,1491,410,3562,15,8499,1018,5141,2262,5237,9908
9/21/21,3146,2944,5958,1186,738,208,1863,5804,7132,3971,180,788,729,2660,8845,6022,6605,9259,7505,912,6325,3236,7615,2060,2297,4467,4989,6459,4948,2028,3076,2816,4248,8800,8922,5666,3400,2827,4531,4268,5131,735,5955,6528,1911,7757,5119,4199,1203,8739,3172,9501,6913,7557,2823,3482,6148,5861,8872,2647,8016,7716,6107,1018,9131,2091,7955,5856,5228,534,2992,3540,1731,1020,2364,5995,2936,3323,8303,5031,3645,4031,8725,6070,8147,3247,2317,2258,5986,3241,5483,9012,213,9828,759,409,4867,8225,9634,4682,3395
9/22/21,903,6213,5774,1085,1088,5100,2346,9126,5578,8562,8569,3947,8939,8650,8076,7083,6803,3538,2006,2507,4536,9217,7349,2226,6229,2997,2072,3229,9333,9460,3334,2353,850,9419,2591,3251,2199,4946,4164,9652,7906,8723,8681,8792,7813,6409,8630,1362,3525,8756,5581,6529,5636,8773,1099,9470,906,5021,8718,3786,4516,8868,7436,4292,1167,4585,3181,8319,2490,7068,8149,2350,312,1665,5754,8511,577,8511,5161,2626,4206,8287,9417,3182,92,1975,7110,175,4058,6059,4383,1298,7963,2565,5305,8391,7434,4576,9688,956,457
9/23/21,7631,5074,6643,2260,3475,7697,2690,548,1185,3354,544,3826,144,8611,1658,2342,5599,9306,7328,6387,2430,6600,2317,994,2983,3731,5437,8383,6906,5125,9365,1335,377,5059,1332,1888,6498,5652,7395,9409,6733,5443,8634,7442,6940,7520,9362,1193,4899,4780,1905,8269,7172,1312,4773,7783,3568,7870,5791,3042,5374,7973,6778,9018,5061,1766,8836,3551,1142,1377,1927,941,7795,6462,1086,3474,1306,3298,1437,7071,1636,3434,8736,6136,6606,624,4387,237,8850,1585,7396,654,2904,5326,1259,1883,3526,1070,9580,641,7637
9/24/21,4959,4001,7118,6510,1485,8708,7605,1782,1461,1083,7310,3041,4396,4986,7106,8954,6402,144,6064,1545,9012,6059,7633,4897,3601,5366,7177,7033,2574,3496,8206,8903,6152,6823,3046,9331,6556,7968,4733,9503,5932,1589,6554,1527,3897,8855,8297,9428,1125,2942,606,5714,4746,2868,2526,3719,2396,713,3151,1136,6647,1475,8901,4256,3443,302,4655,8663,2325,6656,2090,1689,9165,4503,3035,837,9157,5052,8982,5576,3103,5572,1017,4744,5867,7205,358,8567,8595,2399,4717,3643,2263,7409,9476,8586,3291,5481,4903,6079,2657
